Primary Song Record,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Title,Alternative Title,General Summary,Main Location,Composer (if known),Top-Level Identifier,Related Songs,Refs,LV Version Identifier,Version Title,Version Alternative Title,Version Summary,LanguageEnglish,LanguageGaelic,LanguageScots,LanguageOther,LV Singer ID,Singer First Name,Singer Surname,Singer Native Area,Singer Native Latitude,Singer Native Longitude,Singer Other Area,Singer Other Latitude,Singer Other Longitude,Collector,Date Collected,Source,Location 1,Loc. 1 Lat.,Loc. 1 Long.,Location 2,Loc. 2 Lat.,Loc. 2 Long.,Location 3,Loc. 3 Lat.,Loc. 3 Long.,Roud,Greig-Duncan,Child,Laws,ItemNote,Hyperlink,Tag cloud,Add lyrics,Photo?
Jock Stewart,A Man You Don't Meet Every Day,"Jock Stewart describes himself as ""a man you don't meet every day"", and remarks on his wealth and comfort. He invites the listener to sit and drink with him, offering to pay for whatever is consumed.",,,LV015,,,LV015.005,Jock Stewart,,"Jock Stewart is a man of respect. He goes shooting with his dog, and has land and men.",FALSE,FALSE,TRUE,FALSE,ID072,Jeannie,Robertson,Aberdeen,57.149717,-2.094278,,,,Hamish Henderson,1955.09,School of Scottish Studies Sound Archive SA1955.154.A6,Aberdeen,57.149717,-2.094278,,,,,,,975,,,,"Words and music transcribed in School of Scottish Studies. 2 verses with chorus, followed by repeat with 1 more verse and chorus.

This song became popular during the Folk Revival, drawing from the repertoires of Traveller singers including Jeannie Robertson and the Stewarts of Blair. It appears to be an adaptation of a light-hearted Irish (or Irish-themed) song called 'I'm a Man You Don't Meet Every Day'. On tape SA1960.133 there is a version by George Fraser, which agrees quite closely with 19th century songsheets held at the Bodleian Library.

See:
'Ozark Folk Songs' vol. 3 (V. Randolph, 1949) pp. 239-240
'Jeannie Robertson' (J. Porter & H. Gower, 1995) pp. 139-140
'A Collection of Scots Songs' (A. Munro & H. Henderson, 1972) p. 29
Bodleian Library Broadside Ballads, Harding B 11(1734) & Harding B 20(69)
'Walton's New Treasury of Irish Songs & Ballads' vol. 2 (Dublin, 1966) p. 81",http://www.tobarandualchais.co.uk/fullrecord/29795/1,,,
Jock Stewart,A Man You Don't Meet Every Day,"Jock Stewart describes himself as ""a man you don't meet every day"", and remarks on his wealth and comfort. He invites the listener to sit and drink with him, offering to pay for whatever is consumed.",,,LV015,,,LV015.006,Jock Stewart,,"In this song, Jock Stewart describes himself as ""a man you don't meet every day"", and remarks on his wealth and comfort. He invites the listener to sit and drink with him, offering to pay for whatever is consumed.",TRUE,FALSE,FALSE,FALSE,ID091,Sheila,Stewart,"Blairgowrie, Perthshire",56.588823,-3.345894,,,,Margaret Bennett & Tom A. McKean,1990.04.08,School of Scottish Studies Sound Archive SA1990.091,"Blairgowrie, Perthshire",56.588823,-3.345894,,,,,,,975,,,,Recorded at the Arthur Argo Memorial Concert at Edinburgh International Folk Festival.,http://www.tobarandualchais.co.uk/fullrecord/99494/1,,,
Kilmarnock's Town,London Town,"Tragic song in which Willie refuses to marry the girl he has made pregnant, and advises her to go home and tell her parents. She fears disgrace, and decides she would rather kill herself by drowning.",,,LV016,,,LV016.001,Kilmarnock's Town,,"A fragment of a song in which Willie refuses to marry the girl he has courted when she falls pregnant, advising her to go home and tell her parents. She fears the disgrace of doing so, and decides she would rather kill herself by drowning.

Ethel Findlater learned the song from her husband fifty years before.",TRUE,FALSE,TRUE,FALSE,ID017,Ethel,Findlater,"Dounby, Orkney",59.067798,-3.227541,,,,Alan J. Bruford,1968,School of Scottish Studies Sound Archive SA1968.193.B7,Kilmarnock,55.614719,-4.498792,,,,,,,1414,1155,,,"1 verse of 4 lines. In the remainder of the song as typically sung, Willie discovers Mary's body floating down the River Clyde; he rescues her corpse and laments.

See:
'Tocher' 21 (1976) pp. 181-182
Greig-Duncan vol. 6, pp. 217-218, no. 1155",http://www.tobarandualchais.co.uk/fullrecord/63424/1,,,
Kilmarnock's Town,London Town,"Tragic song in which Willie refuses to marry the girl he has made pregnant, and advises her to go home and tell her parents. She fears disgrace, and decides she would rather kill herself by drowning.",,,LV016,,,LV016.002,Kilmarnock's Town,,"Willie refuses to marry Mary Ann, advising her to go home and tell her parents. She fears the disgrace of doing so, and decides she'd rather kill herself by drowning. One day, Willie discovers her body floating down the Clyde, and laments, saying he should have married her.

Bella Higgins learned the song when she was little. She now only remembers the last part.",TRUE,FALSE,FALSE,FALSE,ID023,Bella,Higgins,"Blairgowrie, Perthshire",56.588823,-3.345894,,,,Maurice Fleming,1955.03,School of Scottish Studies Sound Archive SA1955.55.4,Kilmarnock,55.614719,-4.498792,,,,,,,1414,1155,,,"Four verses. This song appears as 'The Collier Lad' in Greig-Duncan, where many of the verses missing in this recording are present - most notably one or more introductory verses.",http://www.tobarandualchais.co.uk/fullrecord/7357/1,,,
Kilmarnock's Town,London Town,"Tragic song in which Willie refuses to marry the girl he has made pregnant, and advises her to go home and tell her parents. She fears disgrace, and decides she would rather kill herself by drowning.",,,LV016,,,LV016.003,In Kilmarnock Town,,"Mary is seduced by a collier called Willie. He refuses to marry her, and tells her to go back to her parents. She cannot bear to bring disgrace on them and drowns herself. He finds her body and weeps.",FALSE,FALSE,TRUE,FALSE,ID025,Charlotte,Higgins,"Blairgowrie, Perthshire",56.588823,-3.345894,,,,Maurice Fleming,1955,School of Scottish Studies Sound Archive SA1955.53.A3,Kilmarnock,55.614719,-4.498792,,,,,,,1414,1155,,,"3½ verses. 

See:
'Tocher' 21 (1976), pp. 181-182	
Greig-Duncan vol. 6, pp. 217-218",http://www.tobarandualchais.co.uk/fullrecord/28953/1,,,
Kilmarnock's Town,London Town,"Tragic song in which Willie refuses to marry the girl he has made pregnant, and advises her to go home and tell her parents. She fears disgrace, and decides she would rather kill herself by drowning.",,,LV016,,,LV016.004,Kilmarnock's Town,,"A fragment of a song in which Willie refuses to marry the girl he has courted and made pregnant. He advises her to go home and tell her parents. She fears the disgrace of doing so, and kills herself by drowning.

Heard as a young man in a bothy.",TRUE,FALSE,FALSE,FALSE,ID066,Peter,Pratt,"Toab, Orkney",58.945721,-2.854219,,,,Alan J. Bruford,1971.09.08,School of Scottish Studies Sound Archive SA1971.258,Kilmarnock,55.614719,-4.498792,,,,,,,1414,1155,,,,http://www.tobarandualchais.co.uk/fullrecord/96360/1,,,
Kilmarnock's Town,London Town,"Tragic song in which Willie refuses to marry the girl he has made pregnant, and advises her to go home and tell her parents. She fears disgrace, and decides she would rather kill herself by drowning.",,,LV016,,,LV016.005,In London Town,,"Fragments of a song in which Willie refuses to marry the girl he has courted. She has fallen pregnant and he advises her to go home and tell her parents. She fears the disgrace of doing so, and decides she would rather kill herself by drowning. He discovers the body of his sweetheart floating down the tide; he recovers her corpse and laments.",TRUE,FALSE,FALSE,FALSE,ID087,Lucy,Stewart,"Fetterangus, Aberdeenshire",57.553105,-2.015331,,,,Kenneth Goldstein,1959.12,School of Scottish Studies Sound Archive SA1960.143.B12,"London, England",51.511214,-0.119824,,,,,,,1414,1155,,,"7 verses of 4 lines.

See:
'Tocher' 21 (1976) pp. 181-182
Greig-Duncan vol. 6, pp. 217-218, no. 1155",http://www.tobarandualchais.co.uk/fullrecord/56071/1,,,
Kilmarnock's Town,London Town,"Tragic song in which Willie refuses to marry the girl he has made pregnant, and advises her to go home and tell her parents. She fears disgrace, and decides she would rather kill herself by drowning.",,,LV016,,,LV016.006,London Town,,"Tragic song in which Willie refuses to marry the girl he has made pregnant, and advises her to go home and tell her parents. She fears disgrace, and decides she would rather kill herself by drowning. Willie discovers her body floating down the Clyde, and laments, saying he should have married her.",TRUE,FALSE,TRUE,FALSE,ID085,Elizabeth,Stewart,Fetterangus,57.553105,-2.015331,,,,Margaret Bennett & Tom A. McKean,1990.04.08,School of Scottish Studies Sound Archive SA1990.088,"London, England",51.511214,-0.119824,,,,,,,1414,1155,,,Recorded at the Arthur Argo Memorial Concert at Edinburgh International Folk Festival.,http://www.tobarandualchais.co.uk/fullrecord/99449/1,,,
Tramps and Hawkers,,"A traveller's son in which the man talks of the various parts of Scotland to which he has travelled for work, and his carefree life on the road.",,"Possibly 19th century hawker from Brechin, Jimmy Henderson, 'Besom Jimmy'.",LV017,,,LV017.001,Tramps and Hawkers,,"A song in which a Traveller recounts his happy lifestyle, journeying around Scotland and working in various trades. Yet Scotland is greatly altered now, and the singer has decided to go to Ireland for a while; he will come back one day and sing of Erin's Isle.",FALSE,FALSE,TRUE,FALSE,ID008,Donald,Campbell,"Balphetrish, Tiree",56.519108,-6.858851,,,,Hamish Henderson,1954.05,School of Scottish Studies Sound Archive SA1954.34.A6,"Balphetrish, Tiree",56.519108,-6.858851,,,,,,,1874,487,,,"5 verses of 4 lines; singer forgets words in verse 3. Recorded at 4th People's Festival Cèilidh.

James Henderson ('Besom Jimmy' or 'Brechin Jimmy'), a 19th-century hawker from Angus, is sometimes credited with having written this song.

See:
Greig-Duncan vol. 3, p. 271
'Herd Laddie o The Glen' (A. McMorland, 2006) p. 51
'Singing Island (E. MacColl & P. Seeger, 1960) p. 50
'Folksongs of Britain & Ireland' (P. Kennedy, 1975) p. 789
'The Scottish Folksinger' (N. Buchan & P. Hall, 1973) p. 122",http://www.tobarandualchais.co.uk/fullrecord/47728/1,,,
Tramps and Hawkers,,"A traveller's son in which the man talks of the various parts of Scotland to which he has travelled for work, and his carefree life on the road.",,"Possibly 19th century hawker from Brechin, Jimmy Henderson, 'Besom Jimmy'.",LV017,,,LV017.002,Come All Ye Tramps and Hawkers,,"The song of a travelling man.

John MacDonald believes the song to be a composition of Jimmy MacBeath's.",FALSE,FALSE,TRUE,FALSE,ID045,John,MacDonald,"Pitgaveny, Elgin",57.664733,-3.28105,,,, de Groot,1971.07.14,School of Scottish Studies Sound Archive SA1971.135.4,"Pitgaveny, Elgin",57.664733,-3.28105,,,,,,,1874,487,,,"Fragment, partly spoken, of Jimmy McBeath's version of a 19th century Traveller song composed by an Angus hawker, Jimmy Henderson, known as 'Brechin Jimmy' or 'Besom Jimmy'.",http://www.tobarandualchais.co.uk/fullrecord/26126/1,,,
Tramps and Hawkers,,"A traveller's son in which the man talks of the various parts of Scotland to which he has travelled for work, and his carefree life on the road.",,"Possibly 19th century hawker from Brechin, Jimmy Henderson, 'Besom Jimmy'.",LV017,,,LV017.003,Tramps and Hawkers,,"In this Traveller's song, the man talks of the various parts of Scotland to which he has travelled for work, and his carefree life on the road. He soon resigns himself to the fact that he can no longer earn enough in Scotland so he resolves to go to Paddy's land [Ireland].

Willie Mathieson heard the song at Coathill of Slains c. 1901 sung by a man from Strachan of Banchory.",TRUE,FALSE,TRUE,FALSE,ID052,Willie,Mathieson,"Ellon, Aberdeenshire",57.364597,-2.072972,,,,Hamish Henderson,1952.04,School of Scottish Studies Sound Archive SA1952.01.A10,"Ellon, Aberdeenshire",57.364597,-2.072972,,,,,,,1874,487,,,"Text and music transcribed in the School of Scottish Studies. 7 verses. Not the usual 'Homes of Donegal' tune, but 'Banks of Sweet Dundee'. Said to have been written in the 19th century by 'Besom Jimmie' (Jimmie Henderson), a blind Traveller and hawker from the Brechin area. 

See:
Willie Mathieson's MSS I:12",http://www.tobarandualchais.co.uk/fullrecord/4443/1,,,
Tramps and Hawkers,,"A traveller's son in which the man talks of the various parts of Scotland to which he has travelled for work, and his carefree life on the road.",,"Possibly 19th century hawker from Brechin, Jimmy Henderson, 'Besom Jimmy'.",LV017,,,LV017.005,Tramps and Hawkers,,"In this Traveller's song, a man talks of the various parts of Scotland to which he has travelled for work, and his carefree life on the road. He soon resigns himself to the fact that he can no longer earn enough in Scotland and resolves to go to 'Paddy's land' [Ireland].  

Preceded by Hamish Henderson's introduction in which he calls Jimmy MacBeath the 'King o the Cornkisters'.",FALSE,FALSE,TRUE,FALSE,ID022,Hamish,Henderson,"Blairgowrie, Perthshire",56.588823,-3.345894,,,,Fred E. Kent,1971,School of Scottish Studies Sound Archive SA1971.196.3,"Blairgowrie, Perthshire",56.588823,-3.345894,,,,,,,1874,487,,,"7 verses. Performed live in concert at the Scott Conference, held as part of the bicentennial celebrations of Sir Walter Scott's birth. 

Said to have been written in the 19th century by 'Besom Jimmie', Jimmie Henderson, a blind Traveller and hawker from the Brechin area. 

See:
'The Democratic Muse' (A. Munro, rep. 1996) pp. 115-117",http://www.tobarandualchais.co.uk/fullrecord/63035/1,,,
Tramps and Hawkers,,"A traveller's son in which the man talks of the various parts of Scotland to which he has travelled for work, and his carefree life on the road.",,"Possibly 19th century hawker from Brechin, Jimmy Henderson, 'Besom Jimmy'.",LV017,,,LV017.006,Tramps an Hawkers,,"The singer is a tramp who has been all over Scotland. He is as brown as a tod [fox] and is happy finding his food, blaw [oatmeal] and braxy ham [meat from sheep that have died of an intestinal disease] and not caring where he will sleep. He is thinking of going to Ireland, as conditions in Scotland are not so good and he cannot 'raise the wind' [raise money].",FALSE,FALSE,TRUE,FALSE,ID041,Jimmy,MacBeath,Portsoy,57.681023,-2.688412,,,,Hamish Henderson,1958,School of Scottish Studies Sound Archive SA1958.180.A1,Portsoy,57.681023,-2.688412,,,,,,,1874,487,,,"7 verses. Travellers' song supposedly written by Brechin Jimmy.

See:
Greig-Duncan vol. 3, p. 271",http://www.tobarandualchais.co.uk/fullrecord/39336/1,,,
Jamie Foyers,,A young soldier is fatally wounded while leading the fight during the Siege of Burgos in 1812. ,,,LV018,,,LV018.001,Jamie Foyers,,"Fragments of the song 'Jamie Foyers', in which the young soldier is fatally wounded while leading the fight during the Siege of Burgos. He bids his comrade pass his farewells to his family back home, and then expires. He is buried and mourned by his fellow soldiers.

Ethel Findlater learned the song from an old broadside.",TRUE,FALSE,TRUE,FALSE,ID017,Ethel,Findlater,"Dounby, Orkney",59.067798,-3.227541,,,,Alan J. Bruford,1968,School of Scottish Studies Sound Archive SA1968.193.B8,"Dounby, Orkney",59.067798,-3.227541,"Burgos, Spain",42.338076,-3.581269,,,,1941,106,,,"10 verses of 4 lines. Sung to a tune variant of 'Villikins and his Dinah' (Roud Folk Song Index no. 271).

War Office records confirm that Sergeant James Foyer, from Campsie, Stirlingshire, joined 1st battalion, 42nd Regiment of Foot from the Royal Perthshire Militia and was killed at Burgos on 18th September 1812. Ford believed the author to be a John McNeill. Also known as 'Young Jamie Foyers'.

See:
Greig-Duncan vol. 1, pp. 290-292 
'Scotland Sings' (E. MacColl, 1953) pp. 98-100
'Come Gie's a Sang' (S. Douglas, 1995) pp. 54-55
'Bothy Songs & Ballads' (J. Ord, 1930) pp. 294-295
'Vagabond Songs & Ballads' vol. 1 (R. Ford, 1899) pp. 18-19
'Travellers' Songs from England and Scotland' (E. MacColl & P. Seeger, 1977) pp. 267-269
'Folk-Song of the North-East' (G. Greig, K. Goldstein, A. Argo, 1963 reprint) art. CXXXIX	
National Library of Scotland, Broadside Ballad collection, L.C.Fol.178.A.2(080) (1860-1880)",http://www.tobarandualchais.co.uk/fullrecord/63425/1,,,
Jamie Foyers,,A young soldier is fatally wounded while leading the fight during the Siege of Burgos in 1812. ,,,LV018,,,LV018.002,Jimmy Foyers,,"A brave Scotsman has died in battle in Spain. The men had been ordered to storm Burgos castle but a shot from a French gun hit Jimmy Foyers. Jimmy asks his comrade to take the message to his father that he died in his arms. He wishes for well water from his homeland but dies and is buried wrapped in his own tartan plaid, no more to answer the bugle's call.

The contributor heard the song from his mother.",FALSE,FALSE,TRUE,FALSE,ID076,William,Robertson,Aberdeen,57.149717,-2.094278,,,,Hamish Henderson,1954,School of Scottish Studies Sound Archive SA1954.100.B1,Aberdeen,57.149717,-2.094278,"Burgos, Spain",42.338076,-3.581269,,,,1941,106,,,"6 verses.

War Office records confirm that Sergeant James Foyer, from Campsie, Stirlingshire, joined 1st battalion, 42nd Regiment of Foot from the Royal Perthshire Militia and was killed at Burgos on 18th September 1812. Ford believed the author to be a John McNeill. Also known as 'Young Jamie Foyers'.

See:
Greig-Duncan vol. 1, pp. 290-292 
'Scotland Sings' (E. MacColl, 1953) pp. 98-100
'Come Gie's a Sang' (S. Douglas, 1995) pp. 54-55
'Bothy Songs & Ballads' (J. Ord, 1930) pp. 294-295
'Vagabond Songs & Ballads' vol. 1 (R. Ford, 1899) pp. 18-19
'Travellers' Songs from England and Scotland' (E. MacColl & P. Seeger, 1977) pp. 267-269
'Folk-Song of the North-East' (G. Greig, K. Goldstein, A. Argo, 1963 reprint) art. CXXXIX	
National Library of Scotland, Broadside Ballad collection, L.C.Fol.178.A.2(080) (1860-1880)",http://www.tobarandualchais.co.uk/fullrecord/8966/1,,,
Jamie Foyers,,A young soldier is fatally wounded while leading the fight during the Siege of Burgos in 1812. ,,,LV018,,,LV018.003,Jamie Foyers,,"A fragment of the tragic soldier ballad 'Jamie Foyers':

Far distant, far distant lies Scotia the brave,
No tombstone memorial for to hallow his grave,
For his bones they lie scattered on the rude soil of Spain
And young Jamie Foyers in battle was slain.

[One verse lilted.]",TRUE,FALSE,FALSE,FALSE,ID084,Belle,Stewart,"Blairgowrie, Perthshire",56.588823,-3.345894,,,,Hamish Henderson,1965.04.03,School of Scottish Studies Sound Archive SA1965.162.B9,"Blairgowrie, Perthshire",56.588823,-3.345894,"Burgos, Spain",42.338076,-3.581269,,,,1941,106,,,"1 verse of 4 lines.

War Office records confirm that Sergeant James Foyer, from Campsie, Stirlingshire, joined 1st battalion, 42nd Regiment of Foot from the Royal Perthshire Militia and was killed at Burgos on 18th September 1812. Ford believed the author to be a John McNeill. Also known as 'Young Jamie Foyers'.

See:
Greig-Duncan vol. 1, pp. 290-292 
'Scotland Sings' (E. MacColl, 1953) pp. 98-100
'Come Gie's a Sang' (S. Douglas, 1995) pp. 54-55
'Bothy Songs & Ballads' (J. Ord, 1930) pp. 294-295
'Vagabond Songs & Ballads' vol. 1 (R. Ford, 1899) pp. 18-19
'Travellers' Songs from England and Scotland' (E. MacColl & P. Seeger, 1977) pp. 267-269
'Folk-Song of the North-East' (G. Greig, K. Goldstein, A. Argo, 1963 reprint) art. CXXXIX	
National Library of Scotland, Broadside Ballad collection, L.C.Fol.178.A.2(080) (1860-1880)",http://www.tobarandualchais.co.uk/fullrecord/58487/1,,,
Jamie Foyers,,A young soldier is fatally wounded while leading the fight during the Siege of Burgos in 1812. ,,,LV018,,,LV018.004,Jamie Foyers,,"In this ballad, the young soldier Jamie Foyers is fatally wounded while leading the fight during the Siege of Burgos. He asks his comrade to pass his farewells to his family back home, and then expires. He is buried and mourned by his fellow soldiers.",TRUE,FALSE,FALSE,FALSE,ID087,Lucy,Stewart,"Fetterangus, Aberdeenshire",57.553105,-2.015331,,,,Kenneth Goldstein,1959.12,School of Scottish Studies Sound Archive SA1960.143.B15,"Fetterangus, Aberdeenshire",57.553105,-2.015331,"Burgos, Spain",42.338076,-3.581269,,,,1941,106,,,"4 verses of 4 lines.

War Office records confirm that Sergeant James Foyer, from Campsie, Stirlingshire, joined 1st battalion, 42nd Regiment of Foot from the Royal Perthshire Militia and was killed at Burgos on 18th September 1812. Ford believed the author to be a John McNeill. Also known as 'Young Jamie Foyers'.

See:
Greig-Duncan vol. 1, pp. 290-292 
'Scotland Sings' (E. MacColl, 1953) pp. 98-100
'Come Gie's a Sang' (S. Douglas, 1995) pp. 54-55
'Bothy Songs & Ballads' (J. Ord, 1930) pp. 294-295
'Vagabond Songs & Ballads' vol. 1 (R. Ford, 1899) pp. 18-19
'Travellers' Songs from England and Scotland' (E. MacColl & P. Seeger, 1977) pp. 267-269
'Folk-Song of the North-East' (G. Greig, K. Goldstein, A. Argo, 1963 reprint) art. CXXXIX	
National Library of Scotland, Broadside Ballad collection, L.C.Fol.178.A.2(080) (1860-1880)",http://www.tobarandualchais.co.uk/fullrecord/56074/1,,,
Jamie Foyers,,A young soldier is fatally wounded while leading the fight during the Siege of Burgos in 1812. ,,,LV018,,,LV018.005,Jamie Foyers,,"The protagonist hero of this song, Jamie Foyers, a young soldier from Perthshire, is fatally wounded while leading the fight during the Siege of Burgos. He bids his comrade pass his farewells to his family back home, and then expires. He is buried and mourned by his fellow soldiers.

Maggie Stewart learned the song from her late brother, William.",FALSE,FALSE,TRUE,FALSE,ID088,Maggie,Stewart,Banchory,57.053856,-2.49096,,,,Hamish Henderson,1954,School of Scottish Studies Sound Archive SA1954.92.A2,Banchory,57.053856,-2.49096,"Burgos, Spain",42.338076,-3.581269,,,,1941,106,,,"7 verses of 4 lines; verse 2 and verse 3 are adapted from the song 'Bonnie Woodha' (see previous track: SA1954.092.A1).

War Office records confirm that Sergeant James Foyer, from Campsie, Stirlingshire, joined 1st battalion, 42nd Regiment of Foot from the Royal Perthshire Militia and was killed at Burgos on 18th September 1812. Ford believed the author to be a John McNeill. Also known as 'Young Jamie Foyers'.

See:
Greig-Duncan vol. 1, pp. 290-292 
'Scotland Sings' (E. MacColl, 1953) pp. 98-100
'Come Gie's a Sang' (S. Douglas, 1995) pp. 54-55
'Bothy Songs & Ballads' (J. Ord, 1930) pp. 294-295
'Vagabond Songs & Ballads' vol. 1 (R. Ford, 1899) pp. 18-19
'Travellers' Songs from England and Scotland' (E. MacColl & P. Seeger, 1977) pp. 267-269
'Folk-Song of the North-East' (G. Greig, K. Goldstein & A. Argo, 1963 reprint) art. CXXXIX	
National Library of Scotland, Broadside Ballad collection, L.C.Fol.178.A.2(080) (1860-1880)",http://www.tobarandualchais.co.uk/fullrecord/10138/1,,,
Jamie Foyers,,A young soldier is fatally wounded while leading the fight during the Siege of Burgos in 1812. ,,,LV018,,,LV018.006,Young Jamie Foyers,,"Fragments of the song 'Jamie Foyers', in which the young soldier is fatally wounded while leading the fight during the Siege of Burgos. He bids his comrade pass his farewells to his family back home, and then expires.

Mrs Leith mentions that the song is supposed to have Sanday connections, perhaps because one soldier is called Pirie. Mrs Leith heard it from her mother.",TRUE,FALSE,TRUE,FALSE,ID036,Johina J.,Leith,"Harray, Orkney",59.03845,-3.184691,,,,Alan J. Bruford,1977.07.01,School of Scottish Studies Sound Archive SA1977.85.A5,"Harray, Orkney",59.03845,-3.184691,"Burgos, Spain",42.338076,-3.581269,,,,1941,106,,,"3 verses of 4 lines.

War Office records confirm that Sergeant James Foyer, from Campsie, Stirlingshire, joined 1st battalion, 42nd Regiment of Foot from the Royal Perthshire Militia and was killed at Burgos on 18th September 1812. Ford believed the author to be a John McNeill. Also known as 'Young Jamie Foyers'.

See:
Greig-Duncan vol. 1, pp. 290-292 
'Scotland Sings' (E. MacColl, 1953) pp. 98-100
'Come Gie's a Sang' (S. Douglas, 1995) pp. 54-55
'Bothy Songs & Ballads' (J. Ord, 1930) pp. 294-295
'Vagabond Songs & Ballads' vol. 1 (R. Ford, 1899) pp. 18-19
'Travellers' Songs from England and Scotland' (E. MacColl & P. Seeger, 1977) pp. 267-269
'Folk-Song of the North-East' (G. Greig, K. Goldstein, A. Argo, 1963 reprint) art. CXXXIX	
National Library of Scotland, Broadside Ballad collection, L.C.Fol.178.A.2(080) (1860-1880)",http://www.tobarandualchais.co.uk/fullrecord/51649/1,,,
Jamie Foyers,,A young soldier is fatally wounded while leading the fight during the Siege of Burgos in 1812. ,,,LV018,,,LV018.007,Jamie Foyers,,"In this ballad, the young soldier Jamie Foyers is fatally wounded while leading the fight during the Siege of Burgos. He bids his comrade to convey his farewells to his family back home, and then expires. He is buried and mourned by his fellow soldiers.

Jimmy MacBeath heard the song about thirty-six years before from a Helensburgh man while serving in the medical corps and stationed in Blackpool. He describes informal singing at 'periods' (a sort of ceilidh).",TRUE,FALSE,TRUE,FALSE,ID041,Jimmy,MacBeath,Portsoy,57.681023,-2.688412,,,,Hamish Henderson,1952.10.15,School of Scottish Studies Sound Archive SA1952.30.B7 (B17),Portsoy,57.681023,-2.688412,"Burgos, Spain",42.338076,-3.581269,,,,1941,106,,,"5 verses of 4 lines.

War Office records confirm that Sergeant James Foyer, from Campsie, Stirlingshire, joined 1st battalion, 42nd Regiment of Foot from the Royal Perthshire Militia and was killed at Burgos on 18th September 1812. Ford believed the author to be a John McNeill. Also known as 'Young Jamie Foyers'.

See:
Greig-Duncan vol. 1, pp. 290-292 
'Scotland Sings' (E. MacColl, 1953) pp. 98-100
'Come Gie's a Sang' (S. Douglas, 1995) pp. 54-55
'Bothy Songs & Ballads' (J. Ord, 1930) pp. 294-295
'Vagabond Songs & Ballads' vol. 1 (R. Ford, 1899) pp. 18-19
'Travellers' Songs from England and Scotland' (E. MacColl & P. Seeger, 1977) pp. 267-269
'Folk-Song of the North-East' (G. Greig, K. Goldstein, A. Argo, 1963 reprint) art. CXXXIX	
National Library of Scotland, Broadside Ballad collection, L.C.Fol.178.A.2(080) (1860-1880)",http://www.tobarandualchais.co.uk/fullrecord/46401/1,,,
Jamie Foyers,,A young soldier is fatally wounded while leading the fight during the Siege of Burgos in 1812. ,,,LV018,,,LV018.008,Jamie Foyers,,"The protagonist hero of this song, Jamie Foyers, a young soldier from Perthshire, is fatally wounded while leading the fight during the Siege of Burgos. He bids his comrade pass his farewells to his family back home, and then expires. He is buried and mourned by his fellow soldiers.

The contributor heard the song sung by a number of people including both a neighbour of his, and William Morris [a ploughman on his uncle's farm].",TRUE,FALSE,FALSE,FALSE,ID046,Donald,MacMartin,"Duallin, Kenmore, Perthshire",56.545612,-4.12658,"Coldingham, Berwickshire",55.886106,-2.158278,Hamish Henderson,1965,School of Scottish Studies Sound Archive SA1965.159.B16,"Duallin, Kenmore, Perthshire",56.545612,-4.12658,"Coldingham, Berwickshire",55.886106,-2.158278,"Burgos, Spain",42.338076,-3.581269,1941,106,,,"8 verses of 4 lines; sung to a variant on the tune of 'Vilikens and his Dinah'.

War Office records confirm that Sergeant James Foyer, from Campsie, Stirlingshire, joined 1st battalion, 42nd Regiment of Foot from the Royal Perthshire Militia and was killed at Burgos on 18th September 1812. Ford believed the author to be a John McNeill. Also known as 'Young Jamie Foyers'.

See:
Greig-Duncan vol. 1, pp. 290-292 
'Scotland Sings' (E. MacColl, 1953) pp. 98-100
'Come Gie's a Sang' (S. Douglas, 1995) pp. 54-55
'Bothy Songs & Ballads' (J. Ord, 1930) pp. 294-295
'Vagabond Songs & Ballads' vol. 1 (R. Ford, 1899) pp. 18-19
'Travellers' Songs from England and Scotland' (E. MacColl & P. Seeger, 1977) pp. 267-269
'Folk-Song of the North-East' (G. Greig, K. Goldstein & A. Argo, 1963 reprint) art. CXXXIX	
National Library of Scotland, Broadside Ballad collection, L.C.Fol.178.A.2(080) (1860-1880)",http://www.tobarandualchais.co.uk/fullrecord/28058/1,,,
